key,author,date,stars,title,helpful_yes,helpful_no,text
24_talenti,Anicole0598,2019-01-17,1,Tooth paste.,4.0,19.0,"Did NOT like this at all. Felt as if I was eating tooth paste :(
Thank you so much for taking the time to reach out to us to share your feedback. We are sorry to hear you did not enjoy our Mediterranean Mint gelato. We are aware that taste preferences are highly based on the individual. We would love the opportunity to speak with you further regarding your experience, so that we can share your comments with the brand. At your earliest convenience, please feel free to reach out to our Consumer Services team at 1-800-298-4020, representatives available Monday - Friday 8:30 AM - 9:00 PM Eastern Time. We look forward to hearing from you!"
24_talenti,jocbeas,2018-09-27,1,Legitimately Perfect.,1.0,5.0,"I almost always finish an entire pint in one sitting. It’s ridiculous. Something about the sweet, minty of the gelato makes me want to never stop eating. It’s obviously not the healthiest, but it’s tastes great"
24_talenti,sierralc502,2018-11-13,5,,0.0,0.0,Honestly any flavor from this brand has always been delicious. Not only are they tasty but most of them don’t have super long lists of ingredients. The only drawback to this ice cream is that they tend to be a little pricey for the amount that you get but the flavors make up for it!
24_talenti,Sjcavana,2018-05-31,5,Favorite ice cream ever,0.0,0.0,"This is genuinely my favorite ice cream ever. It’s just so good. Smooth and creamy, right amount of mint, good size chip. I love these products. You can save the container for Tupperware because it has the sealable lid too! Will bug again . I received a this product free for testing"
24_talenti,kkvlams,2020-06-21,5,,0.0,0.0,"This gelato is definitely my biggest guilty pleasure. I dont know what it is about Talenti, but Ive never tried a product of theirs that I didnt like. Personally, I think mint and chocolate are one of the best combinations invented, so naturally this flavor is my favorite!!! (:"
24_talenti,Alex29,2019-04-21,5,It’s AMAZING,0.0,0.0,"Since Baskin Robins is not available anymore in my country, there was no mint ice cream that made me happy, but when I saw this one I thought that it looked good and when I tasted it, I felt in love. I highly recommend this flavor, well if you like mint ice creams, of course."
24_talenti,tracyl39,2020-02-11,5,,0.0,0.0,"Can you say YUMMY!! This is the real deal!! Its rich, creamy, full flavor! It doesn't taste like fake mint which so many brands do!! Its real chocolate pieces!! Its a bit pricey but for a truly natural and real gelato its worth it. I promise one bite of this you'll be hooked!"
24_talenti,MindoTheGreat,2018-10-25,5,My go-to for mint chocolate chip ice cream craving,0.0,0.0,I absolutely love the Mediterranean Mint gelato! I will crush up a sugar cone in the bottom of my bowl and then layer 2 to 3 1/2 scoops of this superbly yummy gelato. It makes my taste buds so happy and I usually kind of dance in my seat while enjoying this wonderful treat!
24_talenti,cassiestarr,2020-07-24,5,,0.0,0.0,I'm in love with this ice cream! It's so minty and delicious that you cant stop eating it.I love that it comes in a plastic container with a screwdriver on lid.It keeps it from getting freezer burn and the container is reusable . I recommend everyone try this brand and flavor
24_talenti,beautyca9a0,2018-08-05,5,,0.0,0.0,"I don’t eat ice cream or Gelato a lot but Talenti is my go to when I’m in the mood. Mint is my favorite because it cleanses the palate expertly. Not to mention the delicious smoothness. For a store bought brand, Talenti is the closest you’ll get to Italian Gelato in the US."
24_talenti,ashleyl15,2018-11-07,5,,0.0,0.0,"This has a strong mint flavor (not toothpaste flavor, more like an Andes mint) and I LOVE it! It is great to have after dinner because it is very refreshing and leaves your mouth feeling clean! Since the flavor is strong (and delicious) you don’t over eat it! It is so good!"
24_talenti,gypsyheartedmama,2019-08-11,5,,0.0,0.0,I absolutely love mint ice cream and Gelato but have been disappointed by so many brands lately. Talenti is well worth the price because of the quality and the simplicity of the ingredients as well. I would buy this again and will be my new go- to brand especially for mint!
24_talenti,daniellew994d,2020-07-29,5,,0.0,0.0,"Honestly, all of their flavors have been delicious and this one was no different! The texture is so smooth and creamy! I never eat it all in one sitting, so I love that there is a screw on lid to keep it fresh and free of any freezer burn! I would repurchase this flavor!"
24_talenti,Hannah S,2018-06-17,5,Do not buy this ice cream,0.0,0.0,This is the most delicious ice cream I have ever had. I got it intending to eat only 1/4 but I ate the entire pint and got more the next day. It is extremely dangerous to eat because you start with good intentions but next thing you know you’re 10 pints in with diabetes.
24_talenti,MrsNance,2017-01-31,1,Huge Disappointment!!,0.0,13.0,"I normally love the Vanilla in this brand of products but this one has a very strong, pungent flavor that I cannot get past, I can't figure out what it is but hate I wasted my money!! I won't risk it with any other flavors but Vanilla. It's too expensive to chance!"
24_talenti,nyas1,2020-07-25,5,,0.0,0.0,"This is the best mint gelato. If you are a die-hard ice cream fan, the creaminess will satisfy and the flavor is mind blowing. It is not the least expensive, but I've seen it on sale at Publix & Sprouts; even if you can't find a deal, you won't be disappointed!"
24_talenti,stormyd7e64,2019-03-04,5,,0.0,0.0,"I love talenti gelato and Im a big fan of mint flavored stuff and mint ice cream was my favorite as a kid so when I finally tried talenti as an adult I was like wow, their brand is a little more than regular ice cream but definitely worth the texture and taste."
24_talenti,francescab21,2020-06-08,5,,0.0,0.0,"this is one of the best mint ice creams out there that can be found in most major supermarkets. It truly tastes like natural mintnone of that odd, chemical flavor that so often plagues mint chocolate chip ice creams. Few bad things to saygo taste for yourself!"
24_talenti,abbym122,2020-07-31,4,,0.0,0.0,"I absolutely loved this ice cream! My go to flavor is talentis Roman Raspberry, but if thats unavailable I enjoy this one. The Talenti containers are awesome to store things in as well. I store my herbs from my garden in them once I eat all the ice cream!"
24_talenti,jay_,2019-05-07,5,,0.0,0.0,"Mint chocolate chip ice cream is my favorite ice cream of all time . This brand is a little pricey. I usually look for sales . They sell them 2 for $6 , which is not that bad . I would highly recommend this brand to all the ice cream lovers out there ."
24_talenti,Taylor80082,2016-09-07,5,Whole new level of mint,0.0,0.0,"This flavor has to be my all time favorite. It is so rich and creamy, the chocolate chips taste so good. Mint chip has always been my favorite flavor, however Talentis Mediterranean mint has taken it to a whole new level! Definitely worth every penny."
24_talenti,janeyt2,2020-03-09,5,,0.0,0.0,I love going to my grandmas house because shes always stocked up on this ice cream. A big drawback to this ice cream is that its very small for the high price tag. I love the unique flavor and the twists that they do on a simple mint chocolate chip.
24_talenti,ohhifood,2020-06-04,5,,0.0,0.0,"Sooo good, this is such a rich and creamy gelato. The mint is refreshing and the chocolate decadent. A great balance of flavors and one of my favorites. Since it's so rich you dont need to eat as much as ice cream. One container last a few sittings!"
24_talenti,shellyclonts2016,2018-11-11,5,,0.0,0.0,"I adore gelato, because it’s healthier and easier to digest with my health issues. And I don’t like ice cream, so this hits the spot every time! The quality and consistency in ingredients, texture and taste makes this my go-to dessert on the daily!"
24_talenti,ShaeButta,2020-03-18,5,My Fav,0.0,0.0,Mediterranean Mint is my favorite flavor. I think I've tried 2 other flavors before but this one took the cake. Its my guilty pleasure and I enjoy every bit of the guilt. It's a delight to have and it's definitely a part of my self love routine.
24_talenti,mariet1,2018-07-16,5,,0.0,0.0,"I love gelato! This mint flavored gelato is amazing and tastes sooo good. I have IBS which limits me to eating only certain types of dairy products, gelato being one of them! Gelato is amazing and tastes even better than ice cream in my opinion!"
24_talenti,yoyoc75ca,2018-11-07,5,,0.0,0.0,"Eating this doesn't make me feel guilty. Mint is one of my favorite ice cream's favor, and I approve Telenti! I like its light texture that dissolves quickly in my mouth, but also tastes great! I saved the container for storage use, so win-win!"
24_talenti,lovekateblog,2018-09-04,5,,0.0,0.0,"How can you go wrong with gelato? And this kind is delicious! The flavor is so perfectly minty, and the texture is smooth and creamy. The chocolate chips are really yummy too! Very rich and flavorful. This is one of my go-to ice cream choices."
24_talenti,helens13,2019-07-20,5,,0.0,0.0,"If you like more of a soft serve type of ice cream, this is perfect. Its very light and creamy. Really like the flavors they offer and the jars are really cute. Perfect size for 2 servings, although sometimes I can finish the jar in 1 sitting"
24_talenti,ambers133d,2018-11-12,5,,0.0,0.0,"Obsessed with this ice cream! I literally have to stop myself from eating the entire thing in one sitting. If I’m having a bad day my husband always surprises me with this! It’s such a refreshing mint flavor! It overwhelming, and so creamy!"
24_talenti,gabrielleka774,2019-08-07,5,,0.0,0.0,"Whenever I want to splurge a little on a dessert I always go with this gelato. It melts on the tongue and it has such a rich flavor. Nothing beats it when youre craving something sweet. If you like mint ice cream, get it and thank me later!"
24_talenti,,2020-05-07,5,,0.0,0.0,Theres no other ice cream on the market the compares to this. It is so creamy and rich and hits the spot every single time. It is definitely a higher brand of ice cream as it is a little bit more expensive but I think its worth every penny
24_talenti,mamta37,2019-04-02,5,,0.0,0.0,"love thus flavor and i always use the containers after i finish as a coin bank or brush holder, so theyre great for repurposing. Definitely buy this flavor but it is a little pricey, however it's really easy to find at most grocery places"
24_talenti,meghanm6327,2018-12-04,5,,0.0,0.0,Normal “ice cream” hurts my stomach. This is one that I can eat without being miserable once I’m done eating it! It taste just like a Girl Scout thin mint cookie! It is a bit pricy but it is 100% worth it and it is on sale frequently!
24_talenti,,2019-06-18,5,,0.0,0.0,"This is my favorite mint chocolate ice cream. I dont like mint chocolate ice creams with the chocolate being what is minty. With this, the ice cream itself is sweet and minty with crunchy thin chocolate pieces mixed throughout!"
24_talenti,,2018-10-03,5,,0.0,0.0,Mint chocolate chip is my absolute favorite ice cream if I ever order any ice cream it is always going to be meant this mint chocolate chip ice cream is very very very very good I would definitely buy a hundred jars if I could
24_talenti,katieb302,2020-07-25,3,,0.0,0.0,"I love mint chocolate chip flavor and this is never the first one I reach for when Im at the grocery store. The mint flavor is okay but I dont really like the chocolate chunks in it, they are shaved/chopped and not consistent"
24_talenti,kaitc1,2019-07-02,5,,0.0,0.0,I absolutely LOVE this flavor. Its the perfect amount of mint chocolate. Its also not so frozen you have to wait forever to eat it. I love talenti and this Mediterranean mint is the best!! So satisfied with it every time.
24_talenti,autumna,2019-03-05,5,,0.0,0.0,I love talenti mint gelato! My absolute favorite- only downside is the price compared to others. It is delicious and I would buy it again- sometimes you can find deals at Walgreens for $2 for $ and thats makes it better!
24_talenti,Christy,2018-01-10,5,Talenti Gelatos bring me great peace of mind,0.0,0.0,Talenti Gelatos and Sorbets bring me great peace of mind. Like seriously... I can eat the whole pint without feeling guilty. I love that the ingredients are minimal and healthy without compromising its deliciousness.
24_talenti,miapepita,2020-07-30,4,,0.0,0.0,I love Talenti in general. You cant really go wrong with their gelato flavors. I am a repeat client and wouldnt do anything to improve this brand. Talenti is the only gelato that I buy and think everyone should try it!
24_talenti,ellynj1,2019-05-05,4,,0.0,0.0,"Mint chip is not my favorite, but as far as they go this one is great. Not too cloying like some can be, you can tell its actual natural mint. And the chips are small little flakes which I like better than big chunks."
24_talenti,,2020-03-03,5,,0.0,0.0,I love Talenti Gelato! It is so yummy and creamy. I like gelato more than regular ice cream. I get mine when it is on sale. It will sometimes go buy one get one free at Publix. I got one recently when it was on sale!
24_talenti,ryanf2,2019-05-04,5,,0.0,0.0,I love this flavor of ice cream!!! I buy this ice cream all the time and I can not get enough of it. It is so strong but not too strong and it comes in a super cute container. Way better than any I have ever had!
24_talenti,windycitystudent,2018-12-11,5,,0.0,0.0,"THIS IS SO GOOD. Yes it is more expensive than most, but god it is so good! It is so dreamy and the only thing even close to Europe gelato without booking a plane ticket. Also this flavor is a classic and amazing"
24_talenti,merelygrace,2019-02-05,5,,0.0,0.0,"Light and refreshing however fills you up pretty quickly as well! Havent had a flavor we like more, this is our go-to for mint chip anything. Its almost always sold out at the store close by, and for good reason!"
24_talenti,G_money96,2019-04-23,5,My go-to,0.0,0.0,This is literally my favorite flavor of ice cream ever. It's not overpoweringly minty with son fake mint taste like some other ice creams. And it has nice crunchy chocolatey bits in there that balance the mint.
24_talenti,millenniald,2019-04-05,5,,0.0,0.0,i love talenti! i just hate the fact that the container is so small!! i usually dont like mint with my ice cream but its a refreshing feeling. the mint isnt overpowering. it kind of reminds me of thin mints.
24_talenti,brittneyh42,2020-05-04,5,,0.0,0.0,"This gelato had the perfect mint flavor, not too strong, but enough that it doesnt taste like sweet toothpaste lol. I 100% recommend this gelato for any mint lovers out there. I will be purchasing this again"
24_talenti,michelles4,2018-11-11,5,,0.0,0.0,This is my favorite ice cream. I think everyone should enjoy this and have some. It’s expensive but it goes on sale at various grocery stores which makes it worth it to stock up. At Publix it even goes BOGO!
24_talenti,sinthiam,2019-04-06,5,,0.0,0.0,I absolutely loved it !! I love mint flavor. Its so creamy and delicious ! I always get the mint flavor but will try new flavors as well. Its a bit pricey depending on where you go but definitely worth it.
24_talenti,gracedffc2,2018-07-05,5,,0.0,0.0,This ice cream is the best thing you could ever put in your mouth I always buy this ice cream it’s very good and has little lactose it for anyone who is lactose sensitive everyone should buy this ice cream
24_talenti,downtown614,2019-08-24,5,,0.0,0.0,"Love. Perfect for summer. Originally served this on brownies with a bit of hot fudge. People were more impressed with the gelato than my homemade brownies.
Talenti
Talenti Mediterranean Mint Gelato"
24_talenti,,2018-11-07,5,,0.0,0.0,I love the consistency and the flavor. The price is high but it is good quality. I don’t like many brands mint ice cream but I do love this one. I recommend it to my friends. Perfect for milkshakes too.
24_talenti,Mercedes,2017-06-28,5,A.M.A.Z.I.N.G,0.0,0.0,"This flavor is just so good, if your looking to try a new mint chocolate chip frozen treat you NEED this. I'm in love. Everytime I go grocery shopping I always bring a couple pints home with me. Hehe."
24_talenti,darrahh,2018-11-13,5,,0.0,0.0,"This stuff couldn’t be more perfect. It is creamy and delicious. It’s expensive, but worth the price! This is my sons favorite ice cream ever!!! I will definitely continue to purchase this product."
24_talenti,alliela4ea,2019-08-16,5,,0.0,0.0,Really enjoy this ice cream flavor. I just finished a pint of it last night! It has a light mint flavor which is really tasty. The problem with this ice cream is it can be hard to unscrew at times
24_talenti,simonenopumba,2020-06-01,3,,0.0,0.0,Mint chocolate chip ice cream is my favorite flavor and I was disappointed with this. I think I realized I dont like it as a gelato but as an ice cream. And the chocolate chips were too scarce.
24_talenti,Trex,2018-03-19,5,“Shamrock shake”,0.0,0.0,"We just made “shamrock shakes” with Mediterranean Mint and almond milk, the kids went crazy for them. SO GOOD!!!! So much healthier than going through that one drive thru. Thank you, Talenti!!"
24_talenti,Lali,2019-06-02,2,Too minty and not enough chocolate chips,0.0,0.0,"In general, I like mint chocolate-chip ice cream, but I found this to have too strong of a mint flavor. And I would have liked more chocolate chips, not just specks. Will not be buying again."
24_talenti,Steffie37,2016-09-27,5,Absolutely yummy!,0.0,0.0,"I buy this flavor EVEYTIME we buy groceries. I eat half at a time and I don't feel guilty about it. In the past month, we've purchased 3 pints. I've finished a pint I bought this past friday."
24_talenti,naisa,2018-11-10,5,,0.0,0.0,"Most softest, tastiest treat that I indulge in from time to time. Not cheap but not too spendy. I’ve seen this brand sold in all major grocery stores. As always, coupons are available online."
24_talenti,magnolialife,2020-06-22,5,,0.0,0.0,This is one of my favorites flavors in this brand. I do recommend trying it if you like mint flavored ice cream. It is economically price and a lot of times its on sale at the grocery store.
24_talenti,biancaa1,2018-11-13,5,,0.0,0.0,I wish I could give this 10 stars!! I have tried so many different kinds of mint ice cream but this beats them all! Best taste and best chocolate chucks. My absolute favorite mint ice cream!
24_talenti,brookes6ab3,2019-03-04,5,,0.0,0.0,"Love talenti!! I wish it was a little bit healthier, but it tastes SO good! Im yet to try a bad flavor from this brand! It is a little pricey, so I dont purchase it often. Highly recommend."
24_talenti,ohheynina,2020-07-31,5,,0.0,0.0,"SOO GOOD! The taste justifies the price for sure! I dont keep ice cream in my house often but when i do, its this ONE! The texture is so smooth. It doesnt taste of synthetic mint at all!"
24_talenti,brindleykate,2020-02-05,5,,0.0,0.0,"A lovely, creamy and light gelato. Such a treat to find in a local supermarket. Pricey, but worth it for a special dessert once in a while. A nice to know its a less fatty alternative!"
24_talenti,marthasbef2,2019-01-03,5,,0.0,0.0,I am a gelato snob. I won't buy any other brand. This is very pricey but so worth the price. Once you try it you will see how much tastier it is. My favourite is the mint gelato.
24_talenti,18tosunrise,2018-08-02,5,,0.0,0.0,"This has to be top 3 of my all time favorite ice creams. I can eat this stuff by the container!!! Its creamy, minty, and had chunks of dark chocolate in there. Tastes like a dream!!!"
24_talenti,Ambah,2020-02-15,5,Excellent taste!!!,0.0,0.0,Sometimes mint ice cream can taste like toothpaste but this flavor is natural tasting like the actual tea leaves!!! The chocolate chips mixed in are delicious! So creamy and smooth!
24_talenti,katelynn94,2020-05-07,5,,0.0,0.0,I love mint ice cream but this gelato takes the cake! The mint in this doesnt overpower or overwhelm you but instead is the perfect amount. This is my go to guilty pleasure dessert.
24_talenti,Twin1,2019-07-24,5,My new favorite Gelato,0.0,0.0,"I gave this a try because it seems my go to favorite, Sea Salt Caramel is not being stock as usual. Love at first taste!!! Now this is my second favorite brand of Talenti's!!!"
24_talenti,dhazen85,2018-06-14,5,,0.0,0.0,I've been eating gelato since I was a baby seeing that my mother was Italian. The Mediterranean mint is perfect it's not overpowering like some mint flavored ice creams can be.
24_talenti,kaitlynlorene,2018-11-13,5,,0.0,0.0,I'm such a fan of all Talenti ice creams! They offer a great treat and a more special alternative to traditional ice cream found in the grocery store. Definitely recommend!
24_talenti,morganh7289,2018-11-02,5,,0.0,0.0,This is such a good ice cream! I almost eat the entire container. It has a more full taste compared to other mint ice creams and the size makes it perfect for the whole week.
24_talenti,Isicle,2020-09-11,4,Missing Chips,0.0,0.0,"Bought two pints of this flavor. Two separate occasions and when I got the second pint I realized that the pint that I already had DOESN’T have the semi sweet chips in it...
We're so sorry to hear about your experience, and we appreciate the chance to help. We have a few questions - could you please send us an email to consumer.services@unilever.com so we can assist further? Thanks, and we look forward to your email."
24_talenti,,2020-01-05,5,,0.0,0.0,"Delicious! I enjoy almost all of the Talenti brans, but the Mint Chip is the best. A little goes a long way, so it t3nds to last me awhile because I enjoy smaller bites."
24_talenti,corruptmenot,2018-06-14,5,,0.0,0.0,I’ve had them all so I just selected the flavor that hooked me. This gelato is absolutely delicious and one of the few splurges that I make on the regular for myself.
24_talenti,caseyc5,2018-11-11,5,,0.0,0.0,"So tasty!! I love Talenti’s gelato. The flavors are always so good. While they’re a little pricey, it’s a good brand to treat yourself to. The mint flavor is great!"
24_talenti,erikav33,2020-06-14,5,,0.0,0.0,"My favorite mint ice cream. Its not too overwhelming and its so delicious. I normally cant eat a lot of ice cream at once, but I definitely can eat a lot of this."
24_talenti,tinamjeffcoat,2019-01-03,4,,0.0,0.0,"This is SO GOOD! It is light and not too sweet, but also not too minty. My only quip is the price, but Kroger and Publix often run a deal that gives you $1 off."
24_talenti,juliah4,2019-01-03,5,,0.0,0.0,"So minty ... so delicious ... this is grocery store gelato #goals! I love how refreshing it tastes, and it tastes even better with a bit of chocolate syrup ..."
24_talenti,gabgene,2018-12-02,5,,0.0,0.0,This and the raspberry sorbet are the best there a little more on the expensive but delicious and so worth it because the quality of the ice cream is on point
24_talenti,oohlalalayla,2020-05-03,5,,0.0,0.0,This gelato is so delicious! I have complete cut out ice cream from my diet because of the high calories and now only eat gelato. Have a guilt free dessert!
24_talenti,aimeer68,2020-06-23,5,,0.0,0.0,"My son's favorite ice cream is actually this gelato! He loves the mint flavor, and the chocolate chips in it. We stock up on the BOGOs when it is on sale!!"
24_talenti,alexc68,2020-02-02,5,,0.0,0.0,Im obsessed with this gelato - its GMO free and made with only a few ingredients - the best kind of ice cream brand to support #sweettooth #icecream #gelato
24_talenti,tm8912,2018-12-10,5,,0.0,0.0,Amazing flavor. I love how light and creamy this gelato is. It is a little pricy considering it only comes in pint size but the price is absolutely worth it
24_talenti,Scionfrs14,2017-06-04,5,Just WOW!,0.0,0.0,This stuff is awesome! Its like ive been transpoted to the Mediterranean! Nice and minty reminds me of mint chocolate chip ice cream from when I was a kid.
24_talenti,Princess,2017-02-13,5,Heavenly,0.0,0.0,Bought some last night because we couldn't find Sherbert ice cream. Tried it when I got home and fell in love. Never eating a different type of ice cream.
24_talenti,rowanm4,2020-04-03,5,,0.0,0.0,"I love this product! There is a perfect amount of mint.
This doesnt really compare to anything. I wouldnt improve this. And it is affordable. 10 out of 10"
24_talenti,emilya43,2020-06-16,5,,0.0,0.0,Many people dont like mint ice cream but this is the best mint Ice cream Ive ever tried its literally the best and the mint doesnt taste artificial at all
24_talenti,member0ec70a6ae,2020-05-05,4,,0.0,0.0,Super good!! Definitely my favorite gelato. The only thing i wasnt too fond of were the chocolate chips. They were a bit big but still enjoyed everything!
24_talenti,leif,2019-01-01,5,,0.0,0.0,"I love mint ice cream. But when I found this gelato, it was even better! So rich and creamy and it's very hard not to eat the whole thing in one sitting."
24_talenti,makedap,2018-11-13,5,,0.0,0.0,My favorite of all the Talenti flavors! I wish it wasn't so expensive but maybe it's good that it is so I won't be tempted to buy it every single day lol
24_talenti,jasmineashley22,2020-06-16,5,,0.0,0.0,I love talent I! I normally try and catch it when its on sale but this one is by far my favorite flavor. Premier mint chocolate chip flavor. So creamy!
24_talenti,Turea30,2019-06-18,5,In love,0.0,0.0,I just love this flavor of Talenti!! I’ve tried other brands mint chocolate chip and by far Talenti’s kind is soo refreshing spoonfuls after spoonfuls.
24_talenti,juniel,2018-09-06,5,,0.0,0.0,"The alternative flavor I always try to get if the cookie crunch runs out! This flavor should only be for the mint lovers! Tasty, creamy and delicious!"
24_talenti,shelbyh61,2020-07-23,5,,0.0,0.0,"Soooo smooth, soooo creamy this stuff is an absolute wonder to ice cream. My family loves it, but I hide it in the freezer - it is my special treat."
24_talenti,marab1,2018-11-13,4,,0.0,0.0,"This the perfect size to share with your significant other and feel guilty. Delicious and the texture is so smooth, my favorite flavor is Mint yummy"
24_talenti,,2019-02-03,5,,0.0,0.0,"Ive had gelato in Italy, and while this is not like the gelato there it is definitely close! It tastes so fresh and refreshing. The flavor is great."
24_talenti,amandab330,2020-04-04,5,,0.0,0.0,"Absolutely delicious!! My boyfriend loves this as a treat every once in a while. The only downside is the plastic container, wish it was cardboard."
24_talenti,Loveit,2016-09-08,5,Oh my thunder!!!!,0.0,0.0,I cold not eat ice cream until now!!! Packed full of flavor and doesn't make me sick. It is heavenly and I would order it by the cases of I could.
24_talenti,sarare457,2018-12-06,5,,0.0,0.0,I love love love this. The texture is different but I really like it. I love how it almost has a salt note. This is the best Mint chocolate chip.
24_talenti,duyen_thai101,2020-06-13,5,,0.0,0.0,This was my first time trying Talenti and I wasnt disappointed. It has such creamy texture and taste amazing. It is a little pricey but worth it.
24_talenti,stacyf9,2019-10-28,5,,0.0,0.0,I love each and everyone of these flavors. When on sale I stock up. My husband loves them too. There is no sharing here lol. To each their own.
24_talenti,stefanieb15,2020-04-03,5,,0.0,0.0,I lovveeeee Talenti Gelato. Omg it is so good. This mint is so refreshing and creamy and delicious. I buy these all the time. Highly recommend.
24_talenti,kamie3,2020-04-03,5,,0.0,0.0,mint is my favorite ice cream flavor and talenti really does the job when it comes to this flavor ! the dark chocolate chips are so YUMMY!
24_talenti,autumnp5,2019-05-02,5,,0.0,0.0,Love love love love talenti we haven't had a flavor we don't like usually purchase one or more of these each week for our household needs
24_talenti,badgalalyssa,2020-06-16,5,,0.0,0.0,My favorite ice cream brand is Talenti. My favorite flavor would have to be mint gelato. The taste is incredible. 100% recommended by me.
24_talenti,itss_cammieee,2019-04-05,5,,0.0,0.0,Love this gelato! The mint is very refreshing and the chips are thin which I love. It was my first time trying this brand and I loved it.
24_talenti,cleone713,2020-02-11,5,,0.0,0.0,"A really great mint chocolate chip ice cream - not too minty, perfect ratio of ice cream to chocolate chips. Definitely recommend trying"
24_talenti,carolynh,2019-01-03,4,,0.0,0.0,"I don’t really like ice cream but when I do want a cool treat, I reach for this gelato. It’s delicious and refreshingly minty. Love it!"
24_talenti,,2019-07-18,5,,0.0,0.0,This is my favorite gelato and ice cream. It has the best flavor its super fresh ingredients are great and so are the nutrition facts
24_talenti,channings,2018-11-07,5,,0.0,0.0,House favorite when it comes to ice cream. It’s a little pricier than the other brands but totally worth it. My husband is addicted !
24_talenti,iloveicecream222,2019-03-13,5,"Incredible, best ice cream I’ve ever had",0.0,0.0,"I buy this ice cream on a regular basis, and i love it. Its so good, the taste is incredible and the container is the cutest thing."
24_talenti,wanderfulmack,2020-01-06,4,,0.0,0.0,I tried to use this as a substitute for peppermint bark but it doesnt hold up. Still pretty good. Same creamy goodness of talenti.
24_talenti,marilynde0db,2019-01-03,5,,0.0,0.0,This is the best talenti flavor. I love mint and this one is the perfect solution. It’s creamy and delicious and perfect gelato.
24_talenti,christinemarie320,2019-04-05,4,,0.0,0.0,Mint anything is my favorite and this is really good it's a good change when you're looking for ice cream without all the guilt.
24_talenti,,2018-10-03,5,,0.0,0.0,Mint heaven! This gelato is so soft and sweet with the crisp mint flavor. The mint isn’t to harsh and adds just a touch of cool!
24_talenti,harililas,2020-01-07,5,,0.0,0.0,"love gelato. It is much creamier than regular ice cream. This is the only gelato brand I buy. Also, I really like peppermint."
24_talenti,janed37,2020-06-12,5,,0.0,0.0,love this ice cream forever!! it is sooo good and creamy it beats any kind of ice cream honestly !!! and every flavor is SO GOOD
24_talenti,pigtailsandpasta,2020-06-09,5,,0.0,0.0,The mint flavor is strong and delicious without being too strong. This gelato tastes pretty close to what you can get in Italy.
24_talenti,livlaughlove7777,2020-02-05,5,,0.0,0.0,"Go get a container right now, you will not regret it! Love how creamy this ice cream is. It is addictive, you have been warned"
24_talenti,mercyme,2020-04-06,4,,0.0,0.0,Loved it! It was creamy and tasted really good! I don't like super sweet things and this was perfectly sweet! It was just right
24_talenti,,2019-03-05,5,,0.0,0.0,This gelato is literally sooo goood. Its super high quality and yummy and sweet and refreshing! Its my favorite mint ice cream.
24_talenti,,2020-07-29,2,,0.0,0.0,"Its too thick and too sweet, plus too pricey it has good taste but it is too much, i wish it had less sugar and was less thick"
24_talenti,mayaa46,2020-06-13,5,,0.0,0.0,Very smooth texture and I love the mint taste. It does have a lot offer in it but the chocolate gives it a nice balance taste
24_talenti,annam74,2019-08-07,5,,0.0,0.0,This gelato is absolutely dreamy. I was turned onto it by an instore sample. I love it and have purchased many other flavors!
24_talenti,melissag8ef5,2018-09-07,5,,0.0,0.0,This ice cream is so creamy and melts right in your mouth. It’s pricey than a normal cup of ice cream but worth every penny.
24_talenti,nun1,2020-04-05,5,,0.0,0.0,"I love this flavor, even tho its like 5$ i love it! I always get this flavor but im looking towards tryin different flavors!"
24_talenti,stephsini93,2019-03-03,4,,0.0,0.0,Talenti is good but not my favorite. I prefer creamier ice creams. When i do get talenti i prefer the lower sugar options
24_talenti,Lucy91,2019-08-29,5,This Is Serious Stuff,0.0,0.0,"I’m sold, hooked and in love. My 2/3 wasn’t enough but I was good and had only it. My taste buds exploded with ecstasy!"
24_talenti,gertthedot,2019-10-23,5,,0.0,0.0,Loved this! The chocolate cookie is coated with chocolate and doesn't harden up which is an ice cream pet peeve of mine.
24_talenti,autumnyoder18,2019-06-18,5,,0.0,0.0,This stuff is amazing !!! I loved every bite and would definitely buy it again ! Super soft and the flavor is amazing !!
24_talenti,audreyk2,2018-06-14,5,,0.0,0.0,"It's terrific. Like. Whatever, this is the best mint chocolate chip style ice cream in the grocery store freezer section"
24_talenti,jazzming1009,2020-06-11,4,,0.0,0.0,Love mint and chip ice cream so good this doesnt make my stomach hurt ... as i was saying love this brand for ice cream
24_talenti,carabella,2016-12-17,5,My favorite,0.0,0.0,From the first time I tasted this flavor I was in love with it. I've tried a few of the others but this is my number 1
24_talenti,mandieg23,2020-06-13,5,,0.0,0.0,Oh SO GOOD. if you like this flavor you will LOVE this! You need to go get it NOW! Seriously its my favorite one to eat
24_talenti,irinam80dc,2020-03-06,4,,0.0,0.0,"Solid gelato, but a hair too sweet for my liking. Good texture, plenty of mint flavor, nice amount of chocolate crunch."
24_talenti,yanay2,2020-02-03,5,,0.0,0.0,It does say a low sugar ice cream but it felt like too much sugar for me. It feels like too much artificial sweetener.
24_talenti,janis1,2020-06-22,5,,0.0,0.0,"This is the best mint ice cream you could ever try! Just the right texture, smooth with little chunks of delightness!"
24_talenti,megdabber,2020-06-12,5,,0.0,0.0,This is the best brand of mint chocolate chip gelato! Its soooo good! I always have multiple containers in my freezer
24_talenti,tarab24,2019-06-02,5,,0.0,0.0,Love everything about this brand. And I love the plastic cup and lid to save to! Its a little expensive but worth it
